0.0001240	0.99900000	0.00000129
0.0001550	1.00000000	0.00000292
0.0002066	1.00200000	0.00000836
0.0002480	1.00100000	0.00001520
0.0002755	1.00100000	0.00002210
0.0003099	1.00300000	0.00003570
0.0003444	1.00300000	0.00003240
0.0003542	1.00300000	0.00001720
0.0004133	1.00100000	0.00001430
0.0004959	1.00100000	0.00002400
0.0006199	1.00100000	0.00004720
0.0008265	0.99900000	0.00012100
0.0012400	0.99800000	0.00052300
0.0015500	0.99700000	0.00108000
0.0016750	0.99800000	0.00142000
0.0020660	0.99700000	0.00269000
0.0024800	0.99700000	0.00457000
0.0030990	0.99800000	0.00882000
0.0033510	1.00700000	0.00823000
0.0035420	1.00100000	0.00168000
0.0041330	0.99600000	0.00232000
0.0044280	0.99400000	0.00270000
0.0047680	0.99200000	0.00311000
0.0051660	0.98900000	0.00350000
0.0056350	0.98700000	0.00345000
0.0061990	0.98200000	0.00377000
0.0068880	0.97800000	0.00431000
0.0072930	0.97300000	0.00442000
0.0077490	0.96800000	0.00438000
0.0082650	0.96300000	0.00407000
0.0088560	0.95500000	0.00354000
0.0095370	0.94300000	0.00366000
0.0103300	0.92600000	0.00622000
0.0112700	0.90200000	0.01720000
0.0118100	0.89000000	0.02610000
0.0124000	0.87600000	0.03820000
0.0130500	0.86100000	0.05650000
0.0137800	0.84900000	0.08240000
0.0145900	0.84600000	0.11100000
0.0155000	0.84800000	0.13900000
0.0158900	0.85100000	0.14900000
0.0163100	0.85300000	0.15800000
0.0167500	0.85300000	0.16600000
0.0172200	0.85100000	0.18100000
0.0177100	0.85900000	0.19700000
0.0182300	0.87100000	0.20800000
0.0187800	0.88300000	0.21100000
0.0193700	0.88500000	0.23700000
0.0200000	0.88100000	0.21100000
0.0206600	0.87300000	0.22100000
0.0213800	0.86800000	0.23700000
0.0221400	0.87100000	0.25900000
0.0229600	0.88500000	0.27400000
0.0233900	0.89000000	0.27500000
0.0238400	0.88900000	0.27600000
0.0243100	0.88600000	0.28100000
0.0248000	0.88400000	0.29000000
0.0253000	0.88500000	0.30000000
0.0258300	0.88800000	0.30900000
0.0263800	0.89300000	0.31700000
0.0269500	0.89600000	0.32300000
0.0281800	0.89900000	0.33400000
0.0295200	0.89700000	0.34900000
0.0309900	0.89600000	0.36800000
0.0317900	0.89500000	0.37800000
0.0326300	0.89200000	0.38800000
0.0335100	0.88500000	0.40000000
0.0344400	0.87600000	0.41800000
0.0354200	0.86500000	0.45400000
0.0364600	0.87900000	0.48900000
0.0375700	0.89900000	0.51400000
0.0387400	0.92100000	0.52800000
0.0399900	0.93200000	0.53400000
0.0413200	0.93100000	0.54100000
0.0427500	0.91900000	0.55700000
0.0435000	0.91100000	0.57200000
0.0442800	0.90200000	0.59000000
0.0450800	0.85100000	0.61600000
0.0459200	0.88600000	0.65000000
0.0467900	0.88600000	0.42100000
0.0476900	0.88700000	0.44400000
0.0486200	0.89100000	0.46800000
0.0506100	0.90600000	0.52200000
0.0527600	0.94300000	0.58400000
0.0539100	0.98000000	0.61400000
0.0551000	1.02900000	0.62400000
0.0563600	1.07500000	0.61500000
0.0576700	1.10400000	0.58400000
0.0590400	1.10900000	0.56100000
0.0604800	1.10500000	0.54900000
0.0619900	1.09800000	0.54800000
0.0652600	1.09600000	0.56500000
0.0688800	1.10100000	0.59300000
0.0729300	1.12100000	0.63500000
0.0774900	1.16700000	0.67600000
0.0799900	1.20200000	0.69100000
0.0826600	1.24300000	0.69300000
0.0855100	1.28100000	0.67900000
0.0885600	1.30800000	0.65600000
0.0918400	1.32200000	0.62800000
0.0953700	1.32200000	0.60300000
0.0991900	1.31500000	0.58800000
0.1025000	1.30800000	0.58100000
0.1051000	1.30400000	0.57800000
0.1078000	1.30000000	0.57300000
0.1107000	1.29300000	0.56600000
0.1137000	1.28000000	0.56000000
0.1170000	1.26500000	0.56000000
0.1204000	1.25200000	0.56400000
0.1240000	1.24100000	0.56800000
0.1278000	1.22900000	0.56600000
0.1348000	1.18200000	0.55000000
0.1378000	1.14900000	0.55200000
0.1409000	1.11200000	0.56300000
0.1442000	1.07300000	0.58100000
0.1476000	1.03200000	0.61000000
0.1512000	0.99300000	0.65300000
0.1550000	0.96200000	0.70600000
0.1590000	0.94000000	0.77000000
0.1631000	0.93500000	0.83200000
0.1675000	0.93600000	0.89200000
0.1722000	0.94200000	0.95100000
0.1771000	0.95300000	1.01000000
0.1823000	0.96900000	1.07000000
0.1879000	0.99500000	1.13000000
0.1937000	1.02800000	1.18000000
0.1968000	1.04800000	1.21000000
0.2000000	1.07200000	1.24000000
0.2033000	1.09800000	1.26000000
0.2066000	1.12500000	1.27000000
0.2138000	1.17300000	1.29000000
0.2214000	1.20800000	1.30000000
0.2296000	1.23800000	1.31000000
0.2384000	1.26500000	1.33000000
0.2480000	1.29800000	1.35000000
0.2530000	1.32000000	1.35000000
0.2583000	1.34300000	1.35000000
0.2638000	1.37200000	1.35000000
0.2695000	1.40400000	1.33000000
0.2755000	1.44100000	1.31000000
0.2818000	1.47600000	1.26000000
0.2883000	1.50200000	1.19000000
0.2952000	1.51900000	1.08000000
0.2988000	1.52200000	0.99200000
0.3024000	1.49600000	0.88200000
0.3061000	1.43200000	0.76600000
0.3100000	1.32300000	0.64700000
0.3115000	1.24600000	0.58600000
0.3139000	1.14900000	0.54000000
0.3155000	1.04400000	0.51400000
0.3179000	0.93200000	0.50400000
0.3195000	0.81500000	0.52600000
0.3220000	0.70800000	0.56500000
0.3237000	0.61600000	0.60900000
0.3263000	0.52600000	0.66300000
0.3306000	0.37100000	0.81300000
0.3324000	0.32100000	0.90200000
0.3351000	0.29400000	0.98600000
0.3397000	0.25900000	1.12000000
0.3444000	0.23800000	1.24000000
0.3542000	0.20900000	1.44000000
0.3647000	0.18600000	1.61000000
0.3757000	0.20000000	1.67000000
0.3875000	0.19200000	1.81000000
0.4000000	0.17300000	1.95000000
0.4133000	0.17300000	2.11000000
0.4275000	0.16000000	2.26000000
0.4428000	0.15700000	2.40000000
0.4592000	0.14400000	2.56000000
0.4769000	0.13200000	2.72000000
0.4959000	0.13000000	2.88000000
0.5166000	0.13000000	3.07000000
0.5391000	0.12900000	3.25000000
0.5636000	0.12000000	3.45000000
0.5904000	0.12100000	3.66000000
0.6199000	0.13100000	3.88000000
0.6526000	0.14000000	4.15000000
0.6888000	0.14000000	4.44000000
0.7293000	0.14800000	4.74000000
0.7749000	0.14300000	5.09000000
0.8266000	0.14500000	5.50000000
0.8856000	0.16300000	5.95000000
0.9537000	0.19800000	6.43000000
1.0330000	0.22600000	6.99000000
1.1270000	0.25100000	7.67000000
1.2400000	0.32900000	8.49000000
1.2650000	0.37500000	7.78000000
1.2910000	0.38300000	7.92000000
1.3050000	0.35800000	8.95000000
1.3190000	0.39200000	8.06000000
1.3480000	0.40100000	8.21000000
1.3780000	0.41100000	8.37000000
1.4090000	0.42100000	8.37000000
1.4420000	0.43100000	8.70000000
1.4590000	0.44600000	10.10000000
1.4760000	0.44200000	8.88000000
1.5120000	0.45500000	9.08000000
1.5500000	0.46900000	9.32000000
1.5900000	0.48500000	9.57000000
1.6310000	0.50100000	9.84000000
1.6530000	0.62400000	11.50000000
1.6750000	0.51900000	10.10000000
1.7220000	0.53700000	10.40000000
1.7710000	0.55700000	10.70000000
1.8230000	0.57800000	11.10000000
1.8790000	0.60000000	11.40000000
1.9070000	0.87300000	13.30000000
1.9370000	0.62400000	11.80000000
2.0000000	0.65000000	12.20000000
2.0660000	0.66800000	12.60000000
2.1380000	0.72900000	13.00000000
2.2140000	0.77400000	13.50000000
2.2960000	0.82300000	14.00000000
2.3840000	0.87800000	14.50000000
2.4800000	0.93900000	15.10000000
2.5830000	1.00700000	15.70000000
2.6950000	1.08300000	16.40000000
