0.000125000	0.999971900	0.000002390
0.000135000	0.999966500	0.000003130
0.000145000	0.999960800	0.000004020
0.000150000	0.999957800	0.000004520
0.000175000	0.999941500	0.000007780
0.000200000	0.999922700	0.000012500
0.000250000	0.999879000	0.000027500
0.000300000	0.999831000	0.000052500
0.000350000	0.999794000	0.000090700
0.000400000	0.999769000	0.000120000
0.000500000	0.999706000	0.000236000
0.000600000	0.999637000	0.000098800
0.000700000	0.999395000	0.000168000
0.000800000	0.999156000	0.000267000
0.000834000	0.999085000	0.000310000
0.000989000	0.998850000	0.000440000
0.001044000	0.998710000	0.000533000
0.001225000	0.998200000	0.000940000
0.001334000	0.997880000	0.001230000
0.001456000	0.997590000	0.001570000
0.001597000	0.997340000	0.001860000
0.001759000	0.997080000	0.002340000
0.001945000	0.996650000	0.002680000
0.002164000	0.996520000	0.002850000
0.002362000	0.996240000	0.003760000
0.002478000	0.996000000	0.005600000
0.002742000	0.995920000	0.006100000
0.003136000	0.995250000	0.006150000
0.004133000	0.991000000	0.008950000
0.004769000	0.988000000	0.010600000
0.005636000	0.986000000	0.011800000
0.006199000	0.983000000	0.011500000
0.006888000	0.979000000	0.010700000
0.008265000	0.963000000	0.010100000
0.010330000	0.929000000	0.017800000
0.011270000	0.911000000	0.028300000
0.011810000	0.900000000	0.035300000
0.012400000	0.889000000	0.045400000
0.014090000	0.889000000	0.055400000
0.014170000	0.888000000	0.055800000
0.014250000	0.887000000	0.057600000
0.014420000	0.886000000	0.061300000
0.014590000	0.887000000	0.064800000
0.014670000	0.888000000	0.065400000
0.014760000	0.888000000	0.063300000
0.014850000	0.885000000	0.063700000
0.014940000	0.884000000	0.065300000
0.015120000	0.881000000	0.068200000
0.015500000	0.878000000	0.075200000
0.015890000	0.875000000	0.081800000
0.016310000	0.873000000	0.087100000
0.016750000	0.869000000	0.092700000
0.017220000	0.862000000	0.099700000
0.017710000	0.857000000	0.112000000
0.018230000	0.855000000	0.124000000
0.018780000	0.856000000	0.136000000
0.019370000	0.857000000	0.147000000
0.020000000	0.859000000	0.156000000
0.020660000	0.863000000	0.162000000
